Post_ID,Platform,Topic,Post_Text,Likes,Shares,Sentiment,Date
1937,4,6,28,94,392,0,139
1938,2,4,6,140,457,2,96
1939,5,4,24,446,670,2,23
1940,2,3,22,1441,218,1,65
1941,4,3,21,725,404,0,319
1942,4,0,11,775,238,1,339
1943,5,6,0,113,347,2,54
1944,5,4,10,118,307,0,237
1945,4,2,6,2802,964,2,190
1946,3,6,28,2824,530,0,86
1947,3,4,21,1130,333,0,80
1948,5,5,5,2004,115,2,15
1949,3,4,22,1088,261,1,67
1950,5,3,26,2183,632,2,85
1951,4,0,11,467,156,1,305
1952,5,0,14,2427,212,0,250
1953,4,1,7,198,106,1,88
1954,4,5,2,3121,286,2,259
1955,3,3,22,1215,42,1,203
1956,4,1,4,1064,501,0,105
1957,5,3,6,2383,987,2,232
1958,5,0,20,613,108,1,247
1959,5,2,18,734,154,1,39
1960,3,6,1,630,686,2,111
1961,3,6,13,2042,12,0,114
1962,3,0,25,610,148,1,340
1963,1,3,2,4058,698,2,133
1964,1,3,13,1344,178,0,362
1965,3,3,16,2734,617,0,322
1966,2,1,6,370,655,2,106
1967,1,5,24,160,447,2,338
1968,0,4,16,2798,83,0,340
1969,0,4,23,3246,834,2,27
1970,0,2,17,219,281,1,273
1971,1,6,5,3504,415,2,213
1972,4,3,22,962,108,1,40
1973,5,2,9,609,129,1,110
1974,3,6,0,1233,570,2,358
1975,2,6,25,586,133,1,83
1976,3,6,23,3946,552,2,162
1977,5,6,18,1085,205,1,146
1978,3,2,9,1472,282,1,342
1979,1,4,6,4917,158,2,212
1980,0,2,16,2270,78,0,315
1981,2,6,26,4369,892,2,336
1982,1,1,21,493,437,0,112
1983,0,6,3,4950,568,2,21
1984,3,2,20,446,90,1,33
1985,2,0,10,1567,324,0,363
1986,3,2,18,1062,130,1,110
1987,3,0,15,1512,406,0,182
1988,0,5,7,514,184,1,319
1989,0,4,6,4615,802,2,204
1990,1,1,15,740,361,0,91
1991,5,2,4,2868,492,0,300
1992,4,6,12,1102,38,1,251
1993,1,6,9,1040,90,1,268
1994,3,2,13,1647,488,0,350
1995,5,0,27,2563,234,0,183
1996,4,0,23,4191,274,2,66
1997,4,2,22,1366,89,1,22
1998,1,6,20,564,268,1,43
1999,0,4,20,1334,130,1,11
2000,3,5,4,1863,221,0,32
2001,3,3,9,12,213,1,309
2002,2,4,28,1247,453,0,117
2003,1,0,21,1287,263,0,94
2004,3,0,18,1308,274,1,46
2005,1,3,22,375,177,1,188
2006,3,0,6,3247,571,2,355
2007,2,4,10,836,550,0,270
2008,0,3,9,141,269,1,28
2009,1,4,13,1914,173,0,307
2010,0,6,29,2566,591,0,145
2011,4,2,15,2376,481,0,71
2012,0,2,1,4169,348,2,296
2013,3,4,8,4619,633,2,43
2014,4,0,8,1001,388,2,320
2015,3,2,24,890,743,2,317
2016,2,1,9,546,257,1,209
2017,3,3,18,223,195,1,357
2018,5,2,28,1317,494,0,309
2019,0,0,1,3210,266,2,102
2020,0,3,25,423,20,1,166
2021,4,5,12,1363,112,1,219
2022,5,3,13,2739,313,0,318
2023,5,5,11,1219,84,1,162
2024,2,0,11,430,176,1,297
2025,5,0,24,3405,987,2,38
2026,0,3,21,2531,92,0,66
2027,3,0,10,1345,586,0,198
2028,4,3,29,2473,357,0,292
2029,0,1,20,364,235,1,248
2030,0,5,27,213,542,0,324
2031,1,6,21,2566,646,0,174
2032,2,5,19,1186,9,1,365
2033,0,6,7,512,260,1,110
2034,1,5,9,311,47,1,162
2035,5,6,21,2200,688,0,304
2036,0,6,26,4527,243,2,318
2037,2,1,12,1141,177,1,305
2038,5,0,14,24,376,0,224
2039,1,5,26,1767,202,2,303
2040,5,6,21,2993,601,0,344
2041,1,4,4,1003,202,0,351
2042,0,4,5,2882,540,2,323
2043,0,0,15,1130,299,0,309
2044,0,4,11,538,110,1,127
2045,1,6,20,927,17,1,198
2046,2,6,9,416,198,1,48
2047,0,6,20,1394,193,1,161
2048,3,5,8,222,925,2,49
2049,1,2,20,646,136,1,304
2050,2,6,15,1675,438,0,34
2051,4,2,16,1898,506,0,121
2052,3,1,25,1224,69,1,212
2053,1,1,10,2496,667,0,15
2054,4,3,22,925,17,1,295
2055,3,4,7,1204,15,1,49
2056,2,3,19,1032,147,1,186
2057,2,6,6,4258,310,2,11
2058,2,5,29,706,49,0,113
2059,5,0,22,450,136,1,278
2060,0,5,24,1386,412,2,3
2061,3,5,26,4545,759,2,205
2062,1,6,2,2143,857,2,105
2063,1,0,11,851,219,1,170
2064,4,0,26,3769,946,2,183
2065,5,4,26,305,114,2,141
2066,5,1,15,741,166,0,359
2067,4,0,11,715,245,1,336
2068,5,3,18,1082,25,1,263
2069,3,2,18,126,187,1,16
2070,5,1,29,1255,622,0,52
2071,2,0,6,823,784,2,332
2072,1,1,8,2552,132,2,142
2073,3,5,2,3145,583,2,89
2074,3,1,25,343,88,1,227
2075,4,3,1,878,89,2,270
2076,3,1,23,4352,631,2,322
2077,4,1,23,4616,580,2,340
2078,0,1,17,643,298,1,91
2079,2,3,2,2640,496,2,149
2080,3,4,7,800,246,1,278
2081,2,0,28,363,131,0,224
2082,3,4,19,524,109,1,6
2083,2,4,9,69,15,1,214
2084,4,5,8,3605,444,2,14
2085,3,4,20,320,126,1,9
2086,3,6,25,659,50,1,225
2087,4,3,10,924,655,0,295
2088,3,2,12,961,62,1,67
2089,5,2,10,653,144,0,239
2090,3,4,8,3836,887,2,213
2091,1,1,18,1023,90,1,166
2092,4,0,24,2764,79,2,198
2093,5,0,26,1986,657,2,85
2094,3,3,3,2761,350,2,170
2095,4,0,17,554,119,1,124
2096,3,5,23,2299,536,2,253
2097,5,4,19,375,136,1,271
2098,0,1,15,1348,364,0,50
2099,2,5,27,1965,659,0,32
2100,1,3,13,329,326,0,125
2101,2,6,4,1823,203,0,243
2102,4,6,21,914,449,0,361
2103,4,4,6,4090,700,2,44
2104,5,1,26,3932,804,2,104
2105,3,5,15,2827,491,0,212
2106,5,5,21,1713,665,0,108
2107,1,4,20,691,17,1,70
2108,5,5,5,802,465,2,361
2109,0,2,24,3700,533,2,178
2110,0,0,2,3370,143,2,67
2111,4,0,18,141,274,1,365
2112,1,3,12,1269,74,1,207
2113,1,0,29,2913,570,0,23
2114,0,6,9,1323,257,1,348
2115,5,2,23,879,175,2,69
2116,0,6,21,1662,447,0,143
2117,5,0,0,1618,431,2,16
2118,1,5,3,1908,236,2,158
2119,4,5,13,1271,506,0,85
2120,2,4,2,1330,589,2,104
2121,1,6,22,1182,224,1,189
2122,0,5,21,457,85,0,323
2123,3,6,0,1344,454,2,209
2124,5,1,4,2930,63,0,331
2125,1,1,7,1475,190,1,105
2126,5,3,2,4988,520,2,88
2127,3,5,22,492,224,1,350
2128,0,2,12,1079,170,1,146
2129,0,1,14,1278,240,0,274
2130,3,1,2,1967,489,2,197
2131,4,4,20,1457,299,1,291
2132,1,6,22,1454,18,1,79
2133,4,2,25,1463,85,1,317
2134,3,3,25,698,20,1,338
2135,1,4,10,156,617,0,206
2136,0,3,29,590,243,0,177
2137,4,0,7,1363,209,1,209
2138,5,0,9,1246,121,1,316
2139,4,1,8,981,81,2,356
2140,2,4,3,2516,703,2,166
2141,1,5,11,12,81,1,225
2142,2,0,1,3857,681,2,342
2143,3,2,14,329,410,0,36
2144,5,5,20,381,31,1,138
2145,4,3,29,2493,373,0,46
2146,0,0,17,189,151,1,194
2147,3,6,5,2130,511,2,231
2148,5,2,24,580,957,2,171
2149,4,1,15,1894,450,0,249
2150,4,4,24,2303,816,2,242
2151,5,6,3,956,280,2,111
2152,3,4,5,3397,423,2,177
2153,1,6,22,606,128,1,286
2154,4,0,2,2431,128,2,183
2155,5,3,6,1550,853,2,175
2156,4,6,20,339,257,1,125
2157,2,5,28,1383,575,0,316
2158,5,4,7,551,94,1,362
2159,1,6,5,3694,851,2,280
2160,4,3,14,2733,596,0,193
2161,5,0,3,965,339,2,31
2162,4,4,28,985,633,0,331
2163,2,2,6,2624,341,2,71
2164,4,1,28,1032,698,0,341
2165,4,5,13,1780,166,0,360
2166,3,2,21,2077,228,0,327
2167,5,6,24,4410,809,2,57
2168,1,1,19,1341,230,1,315
2169,0,3,0,3486,767,2,111
2170,4,4,6,2400,421,2,182
2171,1,0,17,471,274,1,335
2172,3,0,5,1972,308,2,331
2173,3,3,8,4841,605,2,43
2174,1,6,29,2518,438,0,133
2175,2,4,20,550,155,1,316
2176,3,2,18,1029,266,1,307
2177,5,1,22,143,219,1,51
2178,4,6,17,839,258,1,221
2179,5,5,9,544,289,1,227
2180,1,2,29,2476,389,0,334
2181,0,0,0,2906,565,2,306
2182,1,4,5,1792,640,2,256
2183,1,0,16,290,658,0,85
2184,1,2,22,265,42,1,57
2185,0,0,11,374,177,1,258
2186,2,1,28,2928,214,0,212
2187,4,2,3,1855,182,2,362
2188,0,2,15,2629,22,0,215
2189,1,5,4,1943,494,0,1
2190,0,4,24,5000,483,2,322
2191,1,2,6,1663,343,2,332
2192,1,5,2,4988,234,2,176
2193,5,6,25,701,13,1,361
2194,5,0,29,670,353,0,79
2195,1,6,23,528,266,2,124
2196,0,1,0,536,780,2,20
2197,3,3,4,2433,677,0,153
2198,0,0,14,1573,427,0,264
2199,3,2,1,4264,743,2,17
2200,0,0,29,2005,75,0,313
2201,3,2,22,659,37,1,304
2202,1,2,19,1483,61,1,292
2203,1,5,9,1235,119,1,142
2204,3,3,23,2757,198,2,285
2205,1,0,23,3445,150,2,249
2206,2,6,1,3237,91,2,207
2207,1,5,7,1077,175,1,233
2208,0,3,11,643,281,1,130
2209,4,3,23,4741,287,2,296
2210,4,2,20,1497,132,1,300
2211,0,1,5,2268,771,2,234
2212,1,1,27,2986,534,0,30
2213,1,3,17,1023,96,1,154
2214,5,0,8,4620,642,2,289
2215,4,1,8,730,227,2,115
2216,2,6,16,482,660,0,239
2217,2,5,23,634,122,2,307
2218,3,2,7,872,215,1,24
2219,0,0,4,1736,27,0,145
2220,1,0,16,1397,641,0,14
2221,3,1,25,215,160,1,359
2222,4,6,23,3163,920,2,300
2223,1,1,23,3369,699,2,146
2224,3,3,5,2608,145,2,353
2225,0,6,23,1334,505,2,93
2226,2,4,26,4182,443,2,304
2227,3,0,10,338,455,0,88
2228,2,1,15,336,457,0,101
2229,1,3,18,654,78,1,15
2230,0,6,0,705,630,2,125
2231,3,4,12,109,21,1,218
2232,3,3,5,3816,843,2,254
2233,3,6,22,1257,61,1,186
2234,5,5,17,1277,17,1,7
2235,5,1,8,2953,704,2,53
2236,4,6,12,536,17,1,46
2237,5,5,19,354,297,1,60
2238,1,6,3,1652,503,2,285
2239,3,2,14,1715,616,0,149
2240,3,0,23,1730,208,2,293
2241,0,4,7,361,208,1,5
2242,5,5,13,943,369,0,134
2243,1,6,2,4862,657,2,40
2244,0,6,1,2090,106,2,104
2245,0,1,26,2381,491,2,261
2246,5,6,9,1115,254,1,31
2247,4,5,25,962,290,1,44
2248,0,6,22,1092,181,1,342
2249,2,3,21,2669,526,0,336
2250,1,6,9,56,279,1,3
2251,1,3,11,978,264,1,310
2252,4,6,16,2745,141,0,356
2253,1,1,18,880,266,1,97
2254,3,1,22,502,31,1,86
2255,3,0,8,1795,625,2,143
2256,0,2,29,2152,431,0,153
2257,0,6,4,1797,208,0,353
2258,4,6,0,4922,418,2,267
2259,1,1,8,1895,842,2,120
2260,3,2,4,1933,496,0,192
2261,2,3,8,822,708,2,175
2262,5,1,28,1522,693,0,265
2263,4,6,26,3812,664,2,142
2264,1,3,11,262,221,1,60
2265,2,3,18,632,65,1,110
2266,1,1,12,1439,149,1,240
2267,2,1,27,2011,216,0,203
2268,2,3,27,2084,491,0,169
2269,3,6,15,1236,692,0,66
2270,0,4,28,256,59,0,145
2271,4,3,15,2175,166,0,39
2272,3,3,12,938,279,1,317
2273,1,4,28,509,150,0,331
2274,3,6,12,970,239,1,48
2275,2,3,28,1164,357,0,205
2276,0,4,16,725,550,0,30
2277,3,0,9,488,141,1,94
2278,0,2,28,547,599,0,203
2279,1,0,21,2359,167,0,248
2280,2,6,18,467,286,1,331
2281,5,5,2,2465,816,2,24
2282,5,4,0,2893,232,2,155
2283,5,0,28,2137,181,0,272
2284,4,0,13,446,98,0,179
2285,0,5,7,1420,43,1,144
2286,4,0,22,1353,235,1,192
2287,0,5,4,1720,262,0,182
2288,4,1,13,972,661,0,92
2289,2,5,22,861,81,1,162
2290,4,1,21,2406,350,0,251
2291,5,5,27,297,175,0,208
2292,3,3,23,1154,644,2,342
2293,3,0,22,1165,191,1,230
2294,0,0,23,4949,814,2,245
2295,4,1,26,4570,596,2,211
2296,3,4,10,2287,236,0,322
2297,0,2,15,478,265,0,68
2298,5,0,13,2961,320,0,7
2299,3,5,24,1183,367,2,0
2300,1,1,23,4293,962,2,233
2301,5,1,14,1460,303,0,71
2302,4,0,2,3758,493,2,191
2303,0,5,24,3992,473,2,39
2304,3,0,13,2575,83,0,209
2305,3,3,10,1334,501,0,25
2306,0,5,17,474,77,1,300
2307,4,2,28,2541,126,0,118
2308,0,5,5,3049,881,2,348
2309,0,3,8,2827,463,2,140
2310,5,4,16,140,230,0,152
2311,1,6,25,519,235,1,160
2312,5,2,19,1334,35,1,204
2313,1,3,13,386,304,0,176
2314,2,4,18,252,6,1,31
2315,1,3,16,45,382,0,184
2316,2,0,20,917,28,1,63
2317,1,2,18,803,37,1,72
2318,2,2,25,160,250,1,146
2319,3,5,18,94,208,1,332
2320,1,3,15,802,645,0,136
2321,4,6,24,3396,71,2,195
2322,5,3,20,904,47,1,233
2323,4,3,6,4603,839,2,197
2324,1,2,14,2510,567,0,354
2325,2,0,29,1154,393,0,338
2326,0,2,19,1164,98,1,111
2327,0,6,7,469,123,1,32
2328,3,5,3,3527,323,2,332
2329,0,1,23,114,131,2,340
2330,0,1,14,593,48,0,210
2331,1,2,22,585,15,1,121
2332,0,1,29,944,294,0,139
2333,4,6,26,1555,475,2,134
2334,2,4,23,3713,119,2,310
2335,0,5,11,851,46,1,57
2336,2,0,20,1196,187,1,306
2337,3,4,2,2297,846,2,242
2338,0,0,18,1474,254,1,334
2339,2,3,0,4839,872,2,359
2340,1,3,28,2439,232,0,125
2341,1,5,3,2722,110,2,248
2342,5,1,19,396,272,1,117
2343,2,0,24,4843,258,2,7
2344,3,5,6,2442,329,2,268
2345,2,0,21,2381,403,0,253
2346,2,6,5,4040,408,2,60
2347,5,4,21,361,532,0,201
2348,3,4,14,1057,356,0,355
2349,5,1,28,1755,337,0,145
2350,4,2,15,1982,121,0,56
2351,0,2,1,1573,101,2,343
2352,1,0,17,1187,72,1,170
2353,2,1,9,150,198,1,328
2354,3,0,16,1305,671,0,289
2355,5,5,7,1057,64,1,110
2356,3,6,27,2636,393,0,120
2357,3,5,5,3521,590,2,64
2358,0,0,14,1304,389,0,361
2359,4,0,3,253,424,2,110
2360,1,2,2,3447,237,2,147
2361,5,2,4,2999,22,0,212
2362,4,5,10,2831,249,0,237
2363,1,2,12,1459,225,1,148
2364,5,3,18,610,144,1,95
2365,5,5,3,4333,678,2,155
2366,4,1,7,1464,222,1,351
2367,3,4,8,3260,415,2,232
2368,2,0,11,647,280,1,198
2369,0,2,21,2882,220,0,286
2370,5,1,11,702,5,1,41
2371,0,6,3,4683,890,2,120
2372,5,1,26,162,409,2,239
2373,1,2,14,1804,21,0,348
2374,1,4,17,1382,250,1,182
2375,5,1,24,4497,241,2,72
2376,1,0,10,2904,414,0,71
2377,1,6,1,2671,580,2,216
2378,5,1,1,2032,280,2,68
2379,5,6,20,244,143,1,253
2380,5,5,21,705,123,0,271
2381,3,4,10,705,557,0,154
2382,5,0,24,3160,942,2,101
2383,4,5,14,1708,510,0,0
2384,4,6,17,930,237,1,48
2385,2,4,13,1848,511,0,224
2386,0,3,24,4972,790,2,33
2387,1,1,23,4378,571,2,329
2388,2,4,20,247,40,1,293
2389,1,1,6,4809,516,2,64
2390,3,1,19,1019,21,1,28
2391,2,6,3,293,407,2,348
2392,5,0,20,1052,209,1,196
2393,0,1,28,1522,296,0,302
2394,5,0,15,2082,255,0,214
2395,5,3,10,2449,445,0,253
2396,4,4,8,4782,153,2,360
2397,4,4,26,1286,857,2,62
2398,5,2,4,2228,35,0,350
2399,3,3,19,439,216,1,57
2400,3,0,15,1093,86,0,156
2401,4,5,23,2558,750,2,184
2402,5,4,29,105,67,0,53
2403,4,3,27,1601,594,0,9
2404,4,1,22,1324,6,1,214
2405,0,3,13,247,124,0,137
2406,3,5,0,261,472,2,297
2407,5,2,21,2926,582,0,68
2408,5,5,1,1564,764,2,279
2409,3,0,28,692,355,0,151
2410,5,4,10,810,96,0,347
2411,1,3,7,1429,144,1,47
2412,3,5,24,2203,101,2,38
2413,2,5,23,4678,310,2,62
2414,1,5,20,142,51,1,233
2415,4,0,11,799,216,1,6
2416,4,1,10,88,408,0,66
2417,5,1,9,249,157,1,237
2418,2,3,22,259,166,1,261
2419,4,2,29,144,556,0,180
2420,3,4,26,1684,861,2,161
2421,5,3,24,2954,458,2,73
2422,3,2,23,526,287,2,334
2423,4,4,2,3726,340,2,75
2424,4,2,19,1241,294,1,317
2425,3,2,12,1116,87,1,105
2426,1,1,28,1371,673,0,48
2427,4,3,24,2339,208,2,250
2428,1,4,9,1338,204,1,227
2429,0,2,9,801,195,1,53
2430,0,4,1,4938,919,2,146
2431,5,5,16,2131,249,0,342
2432,0,6,0,3146,900,2,80
2433,5,3,11,1267,180,1,343
2434,4,6,29,2850,452,0,0
2435,5,1,23,3877,822,2,134
2436,5,1,8,1438,857,2,335
2437,1,1,21,1430,568,0,178
2438,1,2,19,1493,297,1,186
2439,4,3,17,289,219,1,290
2440,1,6,16,165,120,0,316
2441,0,4,2,2322,398,2,208
2442,0,2,28,1186,684,0,69
2443,1,1,15,2696,645,0,75
2444,1,5,6,2557,415,2,105
2445,2,2,26,2102,198,2,57
2446,3,6,0,1134,150,2,223
2447,2,5,27,2412,551,0,27
2448,1,4,29,653,327,0,363
2449,1,0,19,1229,111,1,129
2450,5,3,13,1631,540,0,164
2451,2,2,3,1417,233,2,158
2452,3,3,27,1674,582,0,240
2453,1,6,16,1927,377,0,127
2454,3,0,22,1411,145,1,62
2455,0,6,29,1702,673,0,51
2456,1,3,24,2966,417,2,122
2457,5,6,7,707,291,1,37
2458,4,2,11,622,296,1,151
2459,2,3,25,506,63,1,112
2460,5,3,24,4881,401,2,285
2461,0,4,1,2083,732,2,165
2462,4,0,8,3919,249,2,6
2463,4,5,26,3338,804,2,23
2464,4,0,2,1106,156,2,364
2465,2,5,9,824,109,1,231
2466,2,2,26,3414,269,2,151
2467,5,0,11,329,229,1,67
2468,3,6,17,783,246,1,139
2469,3,4,19,138,262,1,10
2470,0,6,13,2073,250,0,112
2471,2,3,26,2925,727,2,301
2472,5,5,14,268,458,0,259
2473,4,2,18,1344,136,1,156
2474,3,1,11,960,27,1,316
2475,3,3,24,889,853,2,51
2476,0,3,15,978,670,0,334
2477,3,1,24,4622,504,2,98
2478,5,5,18,348,225,1,295
2479,5,2,12,737,232,1,205
2480,0,3,25,249,215,1,362
2481,5,3,3,4147,894,2,72
2482,3,1,24,1384,474,2,5
2483,5,0,0,1323,535,2,112
2484,4,5,26,393,162,2,217
2485,4,6,27,1923,126,0,272
2486,2,4,1,3591,910,2,309
2487,1,1,15,2777,86,0,29
2488,4,6,3,3978,190,2,163
2489,1,0,4,412,68,0,10
2490,3,6,22,264,38,1,299
2491,1,3,8,4522,429,2,294
2492,5,2,3,2963,278,2,108
2493,0,2,10,2838,451,0,30
2494,4,5,22,190,279,1,78
2495,0,5,16,2363,42,0,67
2496,0,5,10,1176,671,0,329
2497,2,4,3,2279,713,2,140
2498,0,5,15,1920,483,0,144
2499,1,1,5,3332,741,2,151
2500,0,0,6,734,76,2,273
2501,3,6,7,905,73,1,277
2502,1,2,10,1896,302,0,297
2503,5,0,12,396,109,1,149
2504,0,0,4,978,314,0,63
2505,5,1,29,2939,514,0,141
2506,0,2,0,1591,806,2,97
2507,0,2,22,476,192,1,55
2508,0,0,19,1276,222,1,264
2509,3,1,6,2149,466,2,4
2510,0,4,2,757,683,2,65
2511,3,4,13,2976,256,0,226
2512,2,3,19,1051,149,1,30
2513,0,3,12,1036,285,1,171
2514,4,0,15,1227,586,0,18
2515,1,6,25,1287,14,1,20
2516,1,3,24,2052,60,2,18
2517,4,5,14,2900,160,0,94
2518,1,6,1,2007,306,2,27
2519,0,1,11,384,179,1,87
2520,3,1,4,1854,39,0,184
2521,5,3,20,276,298,1,34
2522,3,2,19,1413,33,1,96
2523,1,2,20,1378,105,1,2
2524,0,0,24,4353,569,2,298
2525,3,2,13,1603,106,0,335
2526,3,5,6,1123,400,2,185
2527,3,1,18,472,224,1,301
2528,0,4,14,2069,384,0,180
2529,0,4,26,2628,514,2,250
2530,0,2,7,721,265,1,33
2531,3,1,20,362,271,1,181
2532,0,4,23,4403,188,2,170
2533,0,1,0,4006,854,2,220
2534,4,1,24,2190,131,2,309
2535,0,1,2,4558,302,2,61
2536,4,5,13,1095,171,0,215
2537,0,0,19,506,208,1,362
2538,4,6,4,228,223,0,160
2539,5,3,6,3078,876,2,112
2540,0,5,10,2149,678,0,113
2541,4,5,23,4030,132,2,111
2542,3,2,16,829,412,0,87
2543,1,4,17,640,13,1,353
2544,1,1,15,767,562,0,194
2545,0,5,28,121,216,0,77
2546,2,0,9,240,244,1,228
2547,4,3,25,938,109,1,63
2548,2,0,5,3257,307,2,39
2549,4,4,0,3178,869,2,200
2550,2,3,5,200,273,2,186
2551,5,4,0,2179,620,2,238
2552,4,1,20,1029,278,1,105
2553,5,0,18,96,283,1,209
2554,3,2,8,171,253,2,216
2555,5,6,3,2801,350,2,187
2556,4,2,18,52,130,1,336
2557,2,0,14,632,492,0,331
2558,2,3,22,733,116,1,204
2559,0,2,18,857,226,1,266
2560,3,6,12,1434,213,1,189
2561,1,4,22,526,44,1,97
2562,4,1,19,393,67,1,41
2563,4,4,27,1440,547,0,299
2564,4,6,17,465,294,1,218
2565,1,3,12,1360,247,1,314
2566,4,3,2,1427,571,2,241
2567,2,6,25,533,263,1,97
2568,1,4,21,911,622,0,252
2569,2,2,4,123,388,0,338
2570,2,3,29,1812,535,0,248
2571,5,1,7,562,73,1,296
2572,5,2,16,833,54,0,205
2573,5,2,21,843,40,0,317
2574,4,6,28,455,571,0,7
2575,0,1,3,4671,534,2,1
2576,4,4,18,1026,42,1,20
2577,4,2,0,504,124,2,245
2578,4,1,6,3367,845,2,87
2579,4,6,0,2385,387,2,360
2580,3,2,28,758,618,0,221
2581,0,6,2,4319,644,2,302
2582,1,2,26,546,875,2,34
2583,0,2,28,954,89,0,310
2584,5,6,2,3072,146,2,282
2585,0,2,0,905,68,2,281
2586,5,6,20,1054,210,1,89
2587,5,0,24,4638,81,2,76
2588,1,4,1,4541,776,2,28
2589,4,2,3,1317,620,2,315
2590,4,5,14,158,127,0,215
2591,3,5,21,1308,431,0,58
2592,0,6,12,331,117,1,209
2593,0,1,23,3569,407,2,189
2594,1,5,2,2795,468,2,225
2595,4,2,14,1063,551,0,298
2596,5,4,16,2526,698,0,301
2597,3,6,14,692,484,0,124
2598,1,5,11,516,187,1,142
2599,5,3,16,2570,691,0,240
2600,4,6,23,311,403,2,184
2601,4,0,18,259,201,1,35
2602,4,2,27,39,338,0,123
2603,5,1,15,1804,562,0,78
2604,1,4,6,1009,932,2,130
2605,0,5,4,750,573,0,303
2606,3,4,21,1983,365,0,71
2607,4,0,11,811,99,1,217
2608,4,0,27,1989,623,0,186
2609,1,1,23,3431,998,2,134
2610,1,5,19,745,217,1,44
2611,4,0,2,1283,503,2,302
2612,4,2,27,168,426,0,132
2613,5,3,4,1521,375,0,280
2614,5,1,13,1117,485,0,49
2615,1,6,9,1090,153,1,305
2616,1,2,17,534,224,1,282
2617,3,0,12,277,95,1,271
2618,1,3,22,1004,292,1,89
2619,0,4,17,938,24,1,8
2620,0,3,20,1339,145,1,215
2621,1,4,11,568,119,1,190
2622,4,5,21,1472,353,0,23
2623,2,4,15,1636,378,0,330
2624,5,1,7,659,6,1,47
2625,2,2,2,258,149,2,87
2626,4,1,19,468,55,1,334
2627,1,0,20,244,88,1,348
2628,3,1,7,1484,112,1,200
2629,0,2,22,1034,15,1,298
2630,1,3,18,736,96,1,301
2631,3,4,20,700,110,1,37
2632,3,4,5,958,861,2,164
2633,1,5,29,1888,638,0,331
2634,3,2,5,2298,906,2,18
2635,1,2,1,3907,98,2,284
2636,3,0,22,52,174,1,260
2637,5,1,8,3322,272,2,318
2638,4,6,14,1546,450,0,226
2639,1,6,22,343,15,1,254
2640,5,2,5,4200,907,2,75
2641,2,1,28,981,470,0,77
2642,4,5,9,292,75,1,76
2643,3,4,16,90,230,0,28
2644,3,0,25,849,118,1,80
2645,5,6,23,470,936,2,122
2646,1,2,21,1634,128,0,213
2647,3,2,29,2892,662,0,244
2648,1,3,1,3546,603,2,217
2649,2,0,15,355,374,0,217
2650,2,0,0,2305,590,2,214
2651,2,3,9,273,111,1,173
2652,5,3,28,934,473,0,313
2653,3,0,18,93,62,1,53
2654,3,6,26,3550,871,2,124
2655,2,3,23,446,273,2,155
2656,1,0,11,944,116,1,16
2657,0,1,23,1214,446,2,269
2658,1,0,21,1397,338,0,40
2659,0,6,17,881,150,1,238
2660,2,0,10,1644,411,0,348
2661,4,3,27,859,212,0,42
2662,4,1,14,2233,447,0,326
2663,1,5,11,1449,169,1,152
2664,1,6,15,506,10,0,120
2665,5,1,0,2678,389,2,341
2666,5,2,28,741,584,0,4
2667,5,2,25,287,282,1,124
2668,5,3,8,2615,947,2,1
2669,0,0,8,1179,398,2,192
2670,0,5,29,1255,146,0,43
2671,5,1,21,2300,222,0,246
2672,3,5,18,650,202,1,107
2673,3,1,5,4974,294,2,252
2674,5,6,28,93,369,0,39
2675,1,1,21,2530,18,0,240
2676,5,6,8,1983,251,2,287
2677,1,5,0,2377,77,2,116
2678,0,3,26,3609,116,2,206
2679,0,5,24,4892,515,2,172
2680,2,0,2,2131,365,2,83
2681,4,5,20,1202,103,1,48
2682,1,6,17,1041,127,1,350
2683,1,1,8,452,124,2,58
2684,4,5,7,1304,59,1,346
2685,4,3,4,434,20,0,95
2686,4,1,27,2118,428,0,279
2687,0,1,1,4028,78,2,309
2688,5,3,10,1369,115,0,52
2689,0,3,7,1147,119,1,325
2690,5,1,15,1867,658,0,199
2691,5,1,1,2070,406,2,230
2692,4,4,7,1424,72,1,43
2693,4,0,27,2212,431,0,201
2694,3,6,27,2456,41,0,207
2695,0,3,17,800,60,1,10
2696,0,4,14,1882,291,0,26
2697,4,3,2,4291,268,2,149
2698,3,6,25,884,60,1,333
2699,3,5,14,1026,502,0,60
2700,5,3,23,1556,419,2,344
2701,3,0,7,528,86,1,193
2702,0,2,26,3429,868,2,259
2703,0,2,7,872,23,1,338
2704,1,6,11,820,252,1,157
2705,4,3,29,2096,630,0,204
2706,1,1,25,644,55,1,100
2707,1,5,20,1103,92,1,200
2708,0,5,22,765,162,1,351
2709,4,1,29,2225,583,0,152
2710,3,5,20,921,184,1,365
2711,5,0,24,4112,731,2,346
2712,0,1,5,2415,428,2,345
2713,4,3,11,561,109,1,354
2714,4,5,16,2286,636,0,97
2715,2,0,8,3782,201,2,280
2716,5,2,9,168,292,1,246
2717,2,3,9,571,40,1,227
2718,3,4,16,841,499,0,330
2719,2,3,0,607,326,2,313
2720,1,0,4,1514,580,0,301
2721,2,2,24,1320,673,2,138
2722,2,3,5,2917,252,2,224
2723,5,2,26,1442,920,2,355
2724,5,2,6,1886,720,2,266
2725,4,2,14,2943,514,0,245
2726,4,0,25,631,274,1,211
2727,4,6,15,2768,312,0,240
2728,0,0,17,626,166,1,331
